account_id,date,likes,comments,shares,reach,impressions,followers,posts_count,source_type
zenodo_grammy_user001,2023-02-08,275,7,0,0,0,12721,1,real_public_cc_by_4_0
zenodo_grammy_user001,2023-02-09,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-02-10,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-02-11,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-02-12,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-02-13,670,15,0,0,0,12721,1,real_public_cc_by_4_0
zenodo_grammy_user001,2023-02-14,785,12,0,0,0,12721,1,real_public_cc_by_4_0
zenodo_grammy_user001,2023-02-15,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-02-16,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-02-17,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-02-18,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-02-19,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-02-20,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-02-21,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-02-22,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-02-23,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-02-24,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-02-25,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-02-26,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-02-27,472,7,0,0,0,12721,1,real_public_cc_by_4_0
zenodo_grammy_user001,2023-02-28,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-03-01,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-03-02,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-03-03,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-03-04,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-03-05,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-03-06,304,7,0,0,0,12721,1,real_public_cc_by_4_0
zenodo_grammy_user001,2023-03-07,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-03-08,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-03-09,1704,88,0,0,0,12721,1,real_public_cc_by_4_0
zenodo_grammy_user001,2023-03-10,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-03-11,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-03-12,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-03-13,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-03-14,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-03-15,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-03-16,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-03-17,1620,72,0,0,0,12721,1,real_public_cc_by_4_0
zenodo_grammy_user001,2023-03-18,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-03-19,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-03-20,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-03-21,2759,146,0,0,0,12721,1,real_public_cc_by_4_0
zenodo_grammy_user001,2023-03-22,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-03-23,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-03-24,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-03-25,547,7,0,0,0,12721,1,real_public_cc_by_4_0
zenodo_grammy_user001,2023-03-26,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-03-27,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-03-28,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-03-29,445,4,0,0,0,12721,1,real_public_cc_by_4_0
zenodo_grammy_user001,2023-03-30,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-03-31,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-04-01,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-04-02,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-04-03,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-04-04,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-04-05,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-04-06,60,3,0,0,0,12721,1,real_public_cc_by_4_0
zenodo_grammy_user001,2023-04-07,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-04-08,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-04-09,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-04-10,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-04-11,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-04-12,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-04-13,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-04-14,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-04-15,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-04-16,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-04-17,709,14,0,0,0,12721,1,real_public_cc_by_4_0
zenodo_grammy_user001,2023-04-18,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-04-19,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-04-20,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-04-21,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-04-22,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-04-23,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-04-24,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-04-25,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-04-26,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-04-27,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-04-28,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-04-29,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-04-30,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-05-01,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-05-02,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-05-03,535,24,0,0,0,12721,1,real_public_cc_by_4_0
zenodo_grammy_user001,2023-05-04,374,14,0,0,0,12721,1,real_public_cc_by_4_0
zenodo_grammy_user001,2023-05-05,194,2,0,0,0,12721,1,real_public_cc_by_4_0
zenodo_grammy_user001,2023-05-06,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-05-07,806,23,0,0,0,12721,1,real_public_cc_by_4_0
zenodo_grammy_user001,2023-05-08,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-05-09,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-05-10,672,30,0,0,0,12721,1,real_public_cc_by_4_0
zenodo_grammy_user001,2023-05-11,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-05-12,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-05-13,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-05-14,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-05-15,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-05-16,825,32,0,0,0,12721,1,real_public_cc_by_4_0
zenodo_grammy_user001,2023-05-17,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-05-18,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-05-19,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-05-20,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-05-21,1248,37,0,0,0,12721,1,real_public_cc_by_4_0
zenodo_grammy_user001,2023-05-22,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-05-23,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-05-24,1005,24,0,0,0,12721,1,real_public_cc_by_4_0
zenodo_grammy_user001,2023-05-25,729,15,0,0,0,12721,1,real_public_cc_by_4_0
zenodo_grammy_user001,2023-05-26,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-05-27,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-05-28,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-05-29,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-05-30,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-05-31,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-06-01,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-06-02,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-06-03,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-06-04,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-06-05,195,7,0,0,0,12721,1,real_public_cc_by_4_0
zenodo_grammy_user001,2023-06-06,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-06-07,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-06-08,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-06-09,0,0,0,0,0,12721,0,real_public_cc_by_4_0
zenodo_grammy_user001,2023-06-10,0,0,0,0,0,12721,0,real_public_cc_by_4_0
